title,description,company,industry
AI for Agriculture: Estimating Vigor on California Vineyards [P21782],"Estimating the balance or vigor in vines, as the yield-to-pruning-weight relation, is a useful parameter that growers use to better prepare for the harvest season and to precisely manage the vineyard, achieving a specific-site plan for the cultural practices like pruning, debriefing, or budding. Traditionally, growers get this parameter by manually weighing the pruning and correlating it to the harvest weight from the same area. Since is a very manual and time-consuming task, growers usually just take a couple of samples and extrapolate this value to the entire vineyard, losing all the variability present in their fields, which leads to loss in grape quality and quantity. We've developed a computer vision-based algorithm that is robust to differences in soil, color of the plant, and light conditions to automatically estimate a plant's vigor.","Maria Pantoja, Assistant Professor, CalPoly SLO",Other
AI-Solver: Deep Learning-Based Platform for Real-time Simulations on Structured (Grid) and Unstructured (Mesh) Data Representations [P21974],"In this work, we build on our recent efforts in developing a deep learning-based AI platform that learns from simulation data to extract a general physics-based behavior, code-named the ""AI-Solver."" Importantly, we report on a new and distinctive feature in the AI-Solver, where we enable it to learn not only from structured data representation (that is, pixels/voxels), but to learn directly from the raw and unstructured data representation as provided in their native formation, 2D/3D meshes. We apply this new functionality for learning the deformation of objects when subjected to an external load; a problem widely considered when studying structure analysis in the field of finite element analysis. To our knowledge, this new and challenging capability, which is very important because it eliminates the strong reliance on a pixel/voxel-based data representation with potentially large memory and computational savings, is a first in the field of AI for engineering.","Ahmed Al-Jarro, Principal Researcher and Technical Lead , Fujitsu Labs of Europe, Ltd.",Other
ALFRED: Action Learning From Realistic Environments and Directives [P22310],"ALFRED is a benchmark for learning a mapping from natural language instructions and egocentric vision to sequences of actions for household tasks. Long composition rollouts with non-reversible state changes are among the phenomena we include to shrink the gap between research benchmarks and real-world applications. ALFRED consists of expert demonstrations in interactive visual environments for 25,000 natural language directives. These directives contain both high-level goals like ""Rinse off a mug and place it in the coffee maker"" and low-level language instructions like ""Walk to the coffee maker on the right."" ALFRED tasks are more complex in terms of sequence length, action space, and language than existing vision-and-language task datasets. We show that a baseline model designed for recent embodied vision-and-language tasks performs poorly on ALFRED, suggesting that there is significant room for developing innovative grounded visual language understanding models with this benchmark.","Daniel Gordon, Ph.D. Student, University of Washington",Higher Education / Research
An AI Solution for Thermographic and Optical Inspections in Electric Distribution Network Using Deep Learning-Based Software [P22048],"Our poster describes the overall time savings and cost reduction of mounting a deep-learning-based system on a terrestrial vehicle's rooftop. The vehicle's main objective is to capture and recognize images of overheating elements from the distribution power grid network. Initially, the vehicle was equipped with eight cameras to inspect both sides of the road, as well as the front view, enabling it to inspect hundreds of miles of power distribution lines without stopping and with no human operator. The result was a 94.4% gain in time for a 37-kilometer line track that was inspected in less than two hours when compared to the previous human process using a handheld camera, and also a system with a capability of identifying elements with a accuracy of 96.76%. In the near future, autonomous vehicles could be equipped with such a system to perform a fully automatic inspection.","Diogo Gara Caetano, Innovation Director, Kasco R&D Technology",Energy / Oil & Gas
Analytic Spherical Harmonic Gradients for Real-Time Rendering with Many Polygonal Area Lights [P22297],"We develop a novel analytic formula for the spatial gradients of the spherical harmonic coefficients for uniform polygonal area lights. The result is a significant generalization, involving the Reynolds transport theorem to reduce the problem to a boundary integral, for which we derive a new analytic formula, showing how to reduce a key term to an earlier recurrence for SH coefficients. The implementation requires only minor additions to existing code for SH coefficients. The results also hold implications for recent efforts on differentiable rendering. We show that SH gradients enable very sparse spatial sampling, followed by accurate Hermite interpolation. This enables scaling PRT to hundreds of area lights with minimal overhead and real-time frame rates. Moreover, the SH gradient formula is a new mathematical result that potentially enables many other graphics applications.","Lifan Wu, Ph.D. Student, University of California, San Diego",Higher Education / Research
A New Convolution Algorithm to Leverage Tensor Cores [P21960],"The convolution of 2D images is prominent in many data processing pipelines. GPU implementations are already very well optimized in some contexts. For example, the cuDNN library relies on hardware accelerators (tensor cores) to accelerate CNNs. However, the underlying algorithm is only efficient for batched convolutions with small kernels. Many image-processing pipelines do not fit this use case. In our poster, we present a new algorithm leveraging tensor cores in more generic scenarios for 2D convolutions. We focus on the direct use of tensor cores from CUDA and several custom optimizations to get the best of their performance with the help from Nsight-Compute.","Mickaël Seznec, Ph.D. Student, Thales / Centralesupelec",All Industries
An Improved Immersed Boundary-Lattice Boltzmann Method for Incompressible Fluid-Flow Simulations on GPU [P21931],"We introduce the immersed boundary and the lattice Boltzmann method for fluid-solid interaction. The advantage of the lattice Boltzmann method is that it can be easily parallelized. We use a computational study to demonstrate how the immersed body discretization affects the numerical results. We introduce a modification that improves stability, and compare the performance of both methods using several benchmarks problems. These problems show how the immersed body discretization affects the numerical results, mainly the overall drag force and the permeability of the discretized body boundary. Finally, we discuss a performance analysis of different solvers for linear systems.","Pavel Eichler, Ph.D. Student, Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University, Prague",Higher Education / Research
An Intelligent System for In-Field Detection of Invasive Vegetation [P21925],"We show how semantic segmentation with deep learning is suitable for detecting a target plant in aerial imagery when a suitable loss function is used. We use the U-Net architecture and weight-map-based loss, which is suitable because the target plants have indistinct edges. We also demonstrate integrating the model with a drone for in-flight detections. We present samples of the predictions made by the trained model on the test set, as well samples of those made in the field.","Katherine James, M.S. Candidate, Rhodes University",Other
A Performance-Portable Diffusion Solver Based on Axom [P21892],"The sheer size and complexity of large-scale multiphysics codes motivate maintenance of a single-source codebase that is parallel and readily portable across different architectures. This is especially attractive due to recent trends toward heterogeneous architectures. We present Mint, an API that provides a mesh-aware, fine-grain, parallel execution model that underpins the development of computational tools and discretization methods. We build a 2D finite-volume diffusion solver that models separation of chemical species that arise in inertial confinement fusion. We demonstrate portability of the solver across two different architectures, one on a CPU-based architecture and one with CPU+GPU architecture. When compiled with the CUDA backend relative to the OpenMP backend, we find up to 3.5x speedup, demonstrating the viability of the API.","Tyler Masthay, Research Assistant, University of Texas at Austin",National Labs / Research Computing Centers
Applications of Convolutional Neural Network to the Important Earth Science Problems [P22283],"We applied the convolutional neural network to several Earth science problems that involve (1) discrimination of seismic signals from earthquakes and tectonic tremors; (2) determination of an earthquake hypocenter; and (3) solar radiation estimation from fixed-point camera images. Monitoring tremor activity provides insights into deformation processes of megathrust earthquakes. We could achieve 99.5% accuracy for identifications of signals from tremors, regular earthquakes, and noise. We establish neural networks for the determination of hypocentral parameters. We calculate theoretical seismograms for a realistic 3D Earth model and use these seismograms as learning dataset. We can determine an earthquake hypocenter with this neural network. We develop a new observation method that used deep learning to estimate the amount of solar radiation from images. This new technique can be used to make multifaceted observations.","Daisuke Sugiyama, Engineer, Japan Agency for Marine-Earth Science and Technology",National Labs / Research Computing Centers
A Software Systolic Array on GPUs [P22277],"We propose a versatile high-performance execution model, inspired by systolic arrays, for memory-bound regular kernels running on CUDA-enabled GPUs. More specifically, we build a virtual systolic array on the top of CUDA architecture. We formulate a systolic model that shifts partial sums by CUDA warp primitives for the computation. We also employ register files as a cache resource in order to operate the entire model efficiently. We demonstrate the effectiveness and the versatility of the proposed model for a wide variety of stencil kernels that appear commonly in HPC, and also convolution kernels (increasingly important in deep-learning workloads). Our algorithm outperforms the top reported state-of-the-art stencil implementations, including implementations with sophisticated temporal and spatial blocking techniques. For 2D convolution of general filter sizes and shapes, our algorithm is on average 2.5 times faster than NVIDIA’s NPP on Tesla V100 and P100 GPUs.","Mohamed Wahib, Senior Researcher, AIST-Tokyo Tech Real World Big-Data Computation Open Innovation Laboratory, National Institute of Advanced Industrial Science and Technology",Architecture / Engineering / Construction
Automated and Intelligent Cloud Bursting Tool using Deep Neural Networks [P21917],"We'll highlight the need to look at cloud as a suitable option for risk computation in banks and financial institutions, and provide a framework for intelligent, automated, and cost-effective models using hybrid cloud for risk analytics computation. The two variations seen in financial risk computation —periodic but intensive risk computation, such as quarterly stress testing and daily computation that peaks due to ad hoc surge requests, such as what-if analysis — are both very suitable for hybrid cloud-based implementation, given the cost advantages.","Rajesh Kulkarni, Consultant, TATA Consultancy Services",Finance
AWDF: An Adaptive Weighted Deep Fusion Architecture for Multi-Modality Learning [P21985],"Deep model fusion is getting lots of attention in dealing with multi-modality learning problems. We propose an Adaptive Weighted Deep Fusion scheme (AWDF) to capture potential relationships among various input sources. It integrates the feature-level and decision-level fusion in one framework. To address the limitations of existing fusing models with fixed weights, we also propose a new scheme named Cross Decision Weights Method (CDWM). It can dynamically learn the weight for each input branch during the fusion process instead of utilizing predefined weights. To evaluate the performance of AWDF, we conducted experiments on three different real-world datasets: Wild Business Terms, Iceberg Detection, and CareerCon. Our experiments demonstrate that AWDF outperforms other fusion systems by a large margin. (This work has been accepted by IEEE Big Data 2019 Special Session on Intelligent Data Mining).","Qinghan Xue, Applied Data Scientist, IBM",Cloud Services
BasketballGAN : Generating Basketball Play Simulation Through Sketching [P21206],"Given an offensive set play sketch, our method simulates potential scenarios that can occur in the game. The simulation provides coaches and players with insights on how a given set play can be executed. To do this, we train a conditional adversarial network on NBA movement data to imitate the behaviors of how players move around the court. Code and user study are available on GitHub.","Cheng-Kuang Lee, Senior Solution Architect, NVIDIA",Media & Entertainment
Benanza: Automatic μBenchmark Generation to Compute ”Lower-bound” Latency and Inform Optimizations of Deep Learning Models on GPUs [P21858],"Current profiling tools lack the highly desired abilities to characterize ideal performance, identify sources of inefficiency, and quantify the benefits of potential optimizations. Such deficiencies have led to slow characterization/optimization cycles that can't keep up with the fast pace at which new DL models are introduced. We propose Benanza, a sustainable and extensible benchmarking and analysis design that speeds up the characterization/optimization cycle of DL models on GPUs.","Abdul Dakkak, Ph.D. Student, University of Illinois Urbana-Champaign",Higher Education / Research
Beyond-Line-of-Sight (BLOS) Perception System for Autonomous Vehicles [P21842],"Recently, autonomous vehicle perception systems show great performance based on deep-learning technology. Cameras and lidar are commonly used for autonomous driving. However, onboard sensors naturally have limited line-of-sight. Our work introduces a BLOS (beyond-line-of-sight) perception system that mutually complements communicated perception with V2X technology and local perception with onboard sensors. The proposed system is integrated into a full-scale vehicle, and we validated the performance and potential by experiments in the real world.","Chanyoung Chung, Researcher, KAIST (Korea Advanced Institute of Science and Technology)",Automotive / Transportation
Bike-Share Demand Prediction from Partial Future data Using Conditional Variational AutoEncoders [P21739],"Recently, bike-sharing services are working worldwide. One important aspect of bike-share management is to periodically rebalance the positions of the available bikes. Because the bike demand varies by and over time, the number of bikes at each bike-port tends to become unbalanced. To efficiently rebalance a bike-share system, it is essential to predict the number of bikes in each bike-port. In this poster, we propose a method to predict the bike demand at each bike-port every hour, up to 24 hours ahead. This method is based on Variational AutoEncoders and Sequence-to-Sequence Neural Networks. We called this method “Conditional Variational AutoEncoders considering Partial Future data”. In the experiment, our proposal method showed higher prediction accuracy than the other methods.","Mimura Tomohiro, Software Engineer, NTT DOCOMO, INC.",Automotive / Transportation
CapsNet-Lite: A Lightweight and High Performance CapsNet Architecture [P21854],"The capsule network (CapsNet) includes a new type of layer composed by ""capsules"". A capsule is a vector that stores in each position the amount of a certain object feature that's present in the image. Then, those capsules are combined to output the label of the object. To learn how to combine the capsules, this network also needs a routing algorithm. This type of network achieves very high accuracy in classification problems. We propose a modified CapsNet architecture called CapsNet-Lite that outperforms the original proposal in accuracy, with a much faster training procedure.","Francisco José García, Ph.D. Student, Universidad Rey Juan Carlos",Higher Education / Research
Capsule Networks for 3D Pose Estimation in Computer Graphics [P21924],"Pose estimation is an important task for novel engineering applications, such as virtual and augmented reality (VR/AR), pose-based video games, object reconstruction, target tracking, driving assistance, and recent sports analytics. Commonly, an efficient pose estimation system depends on the pose visualization given by a 3D configuration of location, orientation, and scaling parameters of the target. In this work, we implement Capsule Networks to solve 3D pose estimation in computer graphics of rigid objects using a multi-GPU architecture.","Kenia Picos, Professor, CETYS Universidad",Higher Education / Research
cGAN for Automatic Site Selection of Cultural Venues [P22404],"Cultural venues, such as libraries, theaters, cinemas, and galleries, contribute to a city’s tourism and economy and enrich the cultural life of the local residents. In this work, we propose a novel approach to automatic site selection of cultural venues in an urban area, which requires less expertise in urban planning. The two-stage approach consists of a learning stage for predicting zones as a prior constraint, and an optimization stage for determining the number of cultural venues and their exact locations according to multiple criteria. Given an input set of urban data, our approach generates an optimal configuration of two-dimensional locations for cultural venues that complies with land-use policies and provides easy access for the public. We implemented the approach using reliable methods of deep learning and stochastic optimization, and the results demonstrate the approach's effectiveness by a comparison to real-world counterparts.","Tomasz Bednarz, Director of Visualisation, CSIRO and UNSW",Other
CheetahDB: A System for High-Throughput Database Processing on GPUs [P22073],"GPU database is an active topic in academic research and industrial practice. However, existing systems have not shown significant performance advantages over CPU-based in-memory database management systems (DBMS). Two main factors contributed to such difficulties: First, the CUDA programming model, by focusing on HPC-type workloads, requires non-trivial basic research to address the many technical challenges in developing a DBMS system software; and second, I/O bottleneck between host and GPU offsets the performance gain of onboard query processing. CheetahDB is a high-performance in-memory DBMS generated from NSF-supported research at the database group in the University of South Florida and commercialized by Cheetah Data Systems, Inc. CheetahDB addresses the above challenges via a complete rethinking of the software architecture of a DBMS under today’s multi-core hardware environment.","Chengcheng Mou, Student, University of South Florida",Higher Education / Research
Computer Vision in Agriculture: Racing with Pests and Diseases [P22001],"Modern technologies of GPU computing and machine learning allow us to create an autonomous system of greenhouse plant condition control. We combined multiple sensor systems with a photo/video surveillance system, which allows us to create a comprehensive control system helpful for early detection of pests and diseases. We strive to create a stable and reliable solution for AI-based early plant disease detection, disease classification, pest detection, and plant development monitoring. We present our working solutions for vertical farming and a prototype of a more general system.","Ivan Molodtsov, Head of Machine Learning, Fermata",Healthcare & Life Sciences
Container-Based Artificial Intelligence Applications Deployment Platform for GPU High Performance Computing Clusters [P21902],"A container-based AI applications deployment platform was proposed and implemented in our center to solve root privileges and network issues in HPC clusters. A virtual machine is used to simulate the targeted HPC cluster, which has the same or similar runtime environment including compilers, shared libraries, and GPU drivers based on a GPU card attached by PCI pass-through way. Users can have root privileges of virtual machines to set up containers. Further, a user can create containers and deploy AI applications by network tools, because each user has an exclusive virtual machine running on an independent server that connects to internet. The deploy platform and the HPC clusters are connected by a 10Gb/s, or even 100Gb/s network so that users can transfer the container images quickly and easily.","Rongqiang Cao, Associate Professor, Computer Network Information Center, Chinese Academy of Sciences",Cloud Services
Data-Driven Approach of Coronary Vessel Reconstruction Using X-ray Angiography [P21799],"Coronary artery disease is typically diagnosed using X-ray angiography. The percent stenosis, or narrowing of the blood vessel, is estimated via visual inspection of 2D angiography images; however, image artifacts and non-ideal projection angles can lead to miscalculation of disease severity. To address this problem, we propose a data-driven method to reconstruct the 3D geometry of the coronary vessels. A convolutional neural network was trained to segment vessels from angiography images. The segmented binary images were subsequently used as input images for several 3D reconstruction algorithms. The reconstructed 3D geometry can be used as input data for computational fluid dynamics analysis to characterize the hemodynamics of the diseased vessel and thus further improve diagnostic accuracy.","Kritika Iyer, Ph.D. Candidate, University of Michigan",Healthcare & Life Sciences
Data-Efficient Weakly Supervised Histology Classification Using Contrastive Predictive Coding [P22025],"Neural network classification models can be trained on weakly annotated medical imaging data using multiple instance learning (MIL). However, due to weak supervisory signals, direct application of MIL suffers from overfitting when faced with limited labeled data and the network is unable to learn rich feature representations. To overcome such limitations, we propose a two-stage semi-supervised approach that combines data-efficient self-supervised feature learning via contrastive predictive coding (CPC) and attention-based MIL. Across five random splits, we report state-of-the-art performance with a mean validation accuracy of 95% and an area under the ROC curve of 0.968 on a breast cancer classification dataset. We evaluate the quality of features learned via CPC relative to simple transfer learning and show that strong classification performance using CPC features can be efficiently leveraged under the MIL framework using limited labels and with the feature encoder frozen.","Ming Yang Lu, Research Intern , Computational Pathology, Brigham and Women's Hospital, Harvard Medical School",Healthcare & Life Sciences
Data Mining Pipeline for Predictive Synthesis of Advanced Materials [P22007],"Materials discovery is significantly facilitated and accelerated by high-throughput ab-initio computations. Being able to rapidly design advanced compounds has displaced the materials-innovation bottleneck to developing synthesis routes for the desired material. As there isn't a fundamental theory for materials synthesis, one might attempt a data-driven approach for predicting inorganic materials synthesis, but this is impeded by the lack of a comprehensive database of synthesis parameters. We've generated a dataset of “codified recipes” for solid-state synthesis automatically extracted from scientific publications. The dataset consists of about 20,000 synthesis entries retrieved from over 50,000 solid-state synthesis paragraphs by using text mining and natural language processing approaches. The dataset is publicly available and can be used for data mining of various aspects of inorganic materials synthesis.","Olga Kononova, Postdoctoral Scholar, University of California, Berkeley",Higher Education / Research
Decoding Texture Information from Rat Somatosensory Cortical Neurons Using CNN [P21855],"Neurons in the neocortex often exhibit feature selectivity against external stimuli. Simple stimuli can be decoded from activity of a single neuron; however, it has been poorly understood whether more complicated features can be decoded from the neuronal activity. To address this question, we recorded local field potentials (LFPs), which reflect the activity of thousands of neurons, of rats given complex sensory stimuli and took advantage of a convolutional neural network (CNN) for decoding. To this end, we developed a novel electrode array that enables wide-range recording from the superficial layers of the cortex. We recorded LFPs from the primary somatosensory cortex (S1) of a rat exploring on either rough or smooth floor. Our CNN model yielded 78% accuracy on average for decoding the surface texture. This suggests that somatosensory LFPs contain enough information to decode a surface texture.","Kotaro Yamashiro, Ph.D. Student, The University Tokyo, Graduate School of Pharmaceutical Sciences",Higher Education / Research
Deep Autoencoder-Based Statistical Arbitrage During a Bearish Market [P22088],"During a market that is headed generally downward, an investor can use long and short positions at key points in time for profit. We introduce a deep autoencoder as a type of neural network to observe the return patterns for a basket of Dow 30 stocks, using a GPU to accelerate this unsupervised learning process. Depending upon the strength of the GPU, we can observe more rapid training, which helps our back-testing and hyper-parameter search process and has an impact on profitability.","Mark Bennett, Senior Solutions Architect, NVIDIA",Finance
